[2025-06-03 10:32:03,055][datajoint][INFO] - Connecting ssuhai@172.25.240.200:3306
[2025-06-03 10:32:03,118][datajoint][INFO] - Connected ssuhai@172.25.240.200:3306
[2025-06-03 10:33:15,402][datajoint][INFO] - Deleting 3 rows from `ageuler_ssuhai_closed_loop`.`__field__stack_averages`
[2025-06-03 10:33:15,480][datajoint][INFO] - Deleting 4 rows from `ageuler_ssuhai_closed_loop`.`__presentation__scan_info`
[2025-06-03 10:33:15,532][datajoint][INFO] - Deleting 12 rows from `ageuler_ssuhai_closed_loop`.`__presentation__stack_averages`
[2025-06-03 10:33:15,582][datajoint][INFO] - Deleting 1 rows from `ageuler_ssuhai_closed_loop`.`roi_mask__roi_mask_presentation`
[2025-06-03 10:33:15,634][datajoint][INFO] - Deleting 1 rows from `ageuler_ssuhai_closed_loop`.`roi_mask`
[2025-06-03 10:33:15,660][datajoint][INFO] - Deleting 4 rows from `ageuler_ssuhai_closed_loop`.`__presentation`
[2025-06-03 10:33:15,686][datajoint][INFO] - Deleting 1 rows from `ageuler_ssuhai_closed_loop`.`__field`
[2025-06-03 10:33:15,711][datajoint][INFO] - Deleting 1 rows from `ageuler_ssuhai_closed_loop`.`#raw_data_params`
[2025-06-03 10:33:15,778][datajoint][INFO] - Deleting 1 rows from `ageuler_ssuhai_closed_loop`.`__experiment__animal`
[2025-06-03 10:33:15,828][datajoint][INFO] - Deleting 1 rows from `ageuler_ssuhai_closed_loop`.`__experiment__exp_info`
[2025-06-03 10:33:15,878][datajoint][INFO] - Deleting 1 rows from `ageuler_ssuhai_closed_loop`.`__experiment__indicator`
[2025-06-03 10:33:15,925][datajoint][INFO] - Deleting 1 rows from `ageuler_ssuhai_closed_loop`.`__experiment__pharm_info`
[2025-06-03 10:33:15,951][datajoint][INFO] - Deleting 1 rows from `ageuler_ssuhai_closed_loop`.`__experiment`
[2025-06-03 10:33:15,976][datajoint][INFO] - Deleting 1 rows from `ageuler_ssuhai_closed_loop`.`user_info`
[2025-06-03 10:33:19,899][datajoint][INFO] - Deletes committed.
[2025-06-03 10:33:20,929][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__experiment`
[2025-06-03 10:33:20,930][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:21,959][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__field`
[2025-06-03 10:33:21,960][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:23,008][datajoint][INFO] - Deleting 6 rows from `ageuler_ssuhai_closed_loop`.`#cascade_trace_params`
[2025-06-03 10:33:23,053][datajoint][INFO] - Deleting 6 rows from `ageuler_ssuhai_closed_loop`.`#preprocess_params`
[2025-06-03 10:33:23,079][datajoint][INFO] - Deleting 6 rows from `ageuler_ssuhai_closed_loop`.`stimulus`
[2025-06-03 10:33:26,563][datajoint][INFO] - Deletes committed.
[2025-06-03 10:33:27,591][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`#raw_data_params`
[2025-06-03 10:33:27,591][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:28,620][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`#preprocess_params`
[2025-06-03 10:33:28,620][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:29,648][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__snippets`
[2025-06-03 10:33:29,649][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:30,677][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__averages`
[2025-06-03 10:33:30,678][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:31,707][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__chirp_q_i`
[2025-06-03 10:33:31,707][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:32,736][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__os_ds_indexes`
[2025-06-03 10:33:32,736][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:33,783][datajoint][INFO] - Deleting 1 rows from `ageuler_ssuhai_closed_loop`.`__classifier`
[2025-06-03 10:33:33,808][datajoint][INFO] - Deleting 1 rows from `ageuler_ssuhai_closed_loop`.`#classifier_method`
[2025-06-03 10:33:36,590][datajoint][INFO] - Deletes committed.
[2025-06-03 10:33:37,616][datajoint][INFO] - Deleting 1 rows from `ageuler_ssuhai_closed_loop`.`classifier_training_data`
[2025-06-03 10:33:42,046][datajoint][INFO] - Deletes committed.
[2025-06-03 10:33:43,074][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__classifier`
[2025-06-03 10:33:43,075][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:44,104][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`#cascade_trace_params`
[2025-06-03 10:33:44,105][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:45,134][datajoint][INFO] - Deleting 1 rows from `ageuler_ssuhai_closed_loop`.`#cascade_params`
[2025-06-03 10:33:46,591][datajoint][INFO] - Deletes committed.
[2025-06-03 10:33:47,619][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__baden16_traces`
[2025-06-03 10:33:47,620][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:48,650][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__celltype_assignment`
[2025-06-03 10:33:48,651][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:49,681][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`roi_mask`
[2025-06-03 10:33:49,681][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:50,711][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__roi`
[2025-06-03 10:33:50,712][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:51,741][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__traces`
[2025-06-03 10:33:51,742][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:52,771][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__preprocess_traces`
[2025-06-03 10:33:52,771][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:53,801][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__presentation`
[2025-06-03 10:33:53,801][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:54,831][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__cascade_traces`
[2025-06-03 10:33:54,831][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:55,861][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__cascade_spikes`
[2025-06-03 10:33:55,861][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:33:56,890][datajoint][INFO] - Deleting 0 rows from `ageuler_ssuhai_closed_loop`.`__open_retina_hoefling_format`
[2025-06-03 10:33:56,891][datajoint][WARNING] - Nothing to delete.
[2025-06-03 10:38:43,337][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:43,341][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:43,446][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:43,449][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:43,555][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:43,558][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:46,250][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:46,254][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:46,353][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:46,356][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:46,449][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:46,452][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:46,548][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:46,551][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:46,645][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:46,648][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:49,767][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:49,771][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:49,866][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:49,868][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:49,964][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:49,966][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:50,064][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:50,067][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:50,164][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:50,167][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:53,294][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:53,298][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:53,393][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:53,396][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:53,491][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:53,494][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:53,589][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:53,592][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
[2025-06-03 10:38:53,687][absl][WARNING] - Compiled the loaded model, but the compiled metrics have yet to be built. `model.compile_metrics` will be empty until you train or evaluate the model.
[2025-06-03 10:38:53,690][absl][WARNING] - Error in loading the saved optimizer state. As a result, your model is starting with a freshly initialized optimizer.
